year,lei,loan_type,loan_purpose,preapproval,construction_method,occupancy_type,loan_amount,action_taken,state_code,county_code,census_tract,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,applicant_age_above_62,co_applicant_age,co_applicant_age_above_62,income,purchaser_type,rate_spread,hoepa_status,lien_status,applicant_credit_scoring_model,co_applicant_credit_scoring_model,denial_reason_1,denial_reason_2,denial_reason_3,total_loan_costs,total_points_and_fees,origination_charges,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,intro_rate_period,balloon_payment,interest_only_payment,negative_amortization,other_non_amortizing_features,property_value,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,submission_of_application,initially_payable_to_institution,aus_1,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12097,12097041101,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,1,2,2,2,55-64,Yes,55-64,Yes,90,0,1.565,2,2,9,2,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,8.5,45,47.042,180,66,2,2,2,2,335000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,12117,12117020803,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,26,0,0.6538118081180812,3,2,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,41,33.111,180,66,2,2,2,2,255000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,205000,3,FL,12095,12095017813,2,12,12,2,12,12,1,2,3,16,24,42,3,17,23,42,1,2,2,1,1,2,45-54,No,45-54,No,93,0,0.6538118081180812,3,2,2,9,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,43.041,180,66,2,2,2,2,635000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,295000,3,FL,1237,12137154745,1,14,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,25-34,No,9999,No,49,0,0.6538118081180812,3,1,2,10,1,5,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,295000,3,FL,1237,12137154745,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,2,2,2,2,55-64,Yes,<25,No,24,0,0.6538118081180812,3,1,9,2,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,95,360,66,2,2,2,2,315000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,305000,3,FL,1237,12137154745,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,2,1,1,1,<25,No,<25,No,41,0,0.6538118081180812,3,1,9,1,3,1,5,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,94.985,360,66,2,2,2,2,325000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,1,FL,12095,12095017810,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,62,0,0.537,2,2,2,10,10,2,4,2013.143201970443,629.75,442.7375609756098,884.4192,7.5,46,51.449,180,66,2,2,2,2,425000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,265000,3,FL,1237,12137154745,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,25-34,No,9999,No,55,0,0.6538118081180812,3,1,3,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,91.319,360,66,2,2,2,2,285000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,4,FL,12097,12097043304,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,35-44,No,9999,No,65,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12095,12095017809,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,45-54,No,45-54,No,194,0,0.561,2,2,9,2,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,7.5,<20%,24.449,180,66,2,2,2,2,405000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,2,1,155000,5,FL,1237,12137154745,1,14,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,<25,No,9999,No,13,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,1,1,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,4,FL,12117,12117021606,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,2,5,2,4,65-74,Yes,9999,No,115,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,12069,12069031306,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,2,5,2,4,65-74,Yes,9999,No,23,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,7.704,180,66,2,2,2,2,325000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,3,FL,12097,12097043207,1,12,12,1,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,65-74,Yes,55-64,No,37,0,0.6538118081180812,3,2,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,51.097,120,66,2,2,2,2,415000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,95000,1,FL,12097,12097043208,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,55-64,No,65-74,Yes,182,0,1.975,2,2,2,9,10,2,4,644.75,884.7839158576052,0,1000,8.125,30%-<36%,57.586,180,66,2,2,2,2,355000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,31,2,1,1,135000,1,FL,12097,12097042300,1,12,12,1,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,25-34,No,>74,Yes,48,0,-0.339,2,1,9,1,10,2,4,3571.76,884.7839158576052,1248.95,884.4192,6.125,38,44.516,360,66,2,2,2,2,315000,3,5,1,1,1,2,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,12127,12127091028,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,>74,Yes,9999,No,19,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,73.98,180,66,2,2,2,2,245000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,285000,3,FL,1237,12137154745,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,1,2,2,2,55-64,No,65-74,Yes,144,0,0.6538118081180812,3,1,2,9,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,39,95,360,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12097,12097042800,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,45-54,No,9999,No,111,0,0.263,2,2,2,10,10,2,4,629.75,884.7839158576052,0,951.75,5.875,41,34.452,120,66,2,2,2,2,515000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,205000,1,FL,12117,12117021403,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,1,2,2,2,45-54,No,35-44,No,138,0,0.677,2,2,9,2,10,2,4,2013.143201970443,2565.95,442.7375609756098,884.4192,7.5,45,40.828,180,66,2,2,2,2,715000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,105000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,45-54,No,9999,No,36,0,0.6538118081180812,3,1,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,36,55.556,360,66,2,2,2,2,185000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12095,12095017701,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,2,1,2,2,65-74,Yes,65-74,Yes,81,0,2.209,2,2,9,2,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,9,43,68.678,180,66,2,2,2,2,355000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,3,FL,12097,12097042904,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,49,0,0.6538118081180812,3,1,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,42,2.821,180,66,2,2,2,2,355000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,5,FL,12095,12095017012,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,95,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12069,12069030702,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,Yes,9999,No,69,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,87.395,180,66,2,2,2,2,425000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12095,12095017119,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,35-44,No,9999,No,36,0,0.6538118081180812,3,1,2,10,3,1,9,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,9.372,180,66,2,2,2,2,535000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,4,FL,12117,12117021803,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,77,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,12095,12095014601,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,108,0,0.6538118081180812,3,2,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,<20%,7.68,180,66,2,2,2,2,265000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,155000,5,FL,12095,12095014100,1,12,12,1,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,45-54,No,45-54,No,92,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,325000,4,FL,12117,12117021404,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,25-34,No,25-34,No,108,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12095,12095017701,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,1,2,2,2,65-74,Yes,55-64,Yes,104,0,1.458,2,2,9,2,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,8.25,42,54.339,180,66,2,2,2,2,465000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12009,12009071348,2,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,1,5,2,4,45-54,No,9999,No,78,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,94.332,180,66,2,2,2,2,405000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12127,12127083209,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,2,2,2,45-54,No,65-74,Yes,167,0,2.209,2,2,3,9,10,2,4,2013.143201970443,1109.5,442.7375609756098,884.4192,9,44,36.801,180,66,2,2,2,2,665000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12095,12095012600,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,55-64,No,55-64,No,210,0,0.687,2,2,2,9,10,2,4,2013.143201970443,579.75,442.7375609756098,884.4192,8.25,41,52.8,180,66,2,2,2,2,375000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12097,12097042800,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,1,2,2,>74,Yes,65-74,Yes,125,0,0.515,2,2,2,9,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,7.5,30%-<36%,26.857,180,66,2,2,2,2,725000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12097,12097043100,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,2,1,2,2,45-54,No,45-54,No,122,0,0.6538118081180812,3,2,9,2,3,9,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,44,68.53,180,66,2,2,2,2,445000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,435000,4,FL,12117,12117021306,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,130,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,60,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,3,FL,12095,12095016753,1,14,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,25-34,No,9999,No,125,0,0.6538118081180812,3,2,2,10,4,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,105.106,180,66,2,2,2,2,535000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,385000,3,FL,1237,12137154745,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,94,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,95,360,66,2,2,2,2,405000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,245000,3,FL,1237,12137154745,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,33,0,0.6538118081180812,3,1,9,10,3,5,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,255000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,3,FL,12095,12095017811,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,55-64,No,55-64,No,34,0,0.6538118081180812,3,2,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,62.291,180,66,2,2,2,2,525000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,4,FL,12095,12095014100,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,45-54,No,9999,No,85,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,1,FL,12069,12069030918,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,45-54,No,45-54,No,128,0,1.173,2,2,1,9,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,8,30%-<36%,57.297,180,66,2,2,2,2,365000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12069,12069031309,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,1,2,1,1,45-54,No,45-54,No,181,0,0.515,2,2,2,9,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,7.5,30%-<36%,46.573,180,66,2,2,2,2,465000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,3,FL,12117,12117022001,1,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,2,5,1,4,55-64,No,9999,No,41,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,51.608,120,66,2,2,2,2,415000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,31,2,1,1,105000,1,FL,12097,12097042300,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,Yes,9999,No,51,0,-0.062,2,1,1,10,10,2,4,3621.45,884.7839158576052,1248.95,884.4192,6.25,20%-<30%,33.01,360,66,2,2,2,2,305000,3,5,1,1,1,2,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,245000,3,FL,12095,12095017018,1,14,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,65-74,Yes,9999,No,19,0,0.6538118081180812,3,1,1,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,66.301,360,66,2,2,2,2,365000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,1,FL,12009,12009060201,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,25-34,No,9999,No,85,0,2.363,2,2,2,10,10,2,4,2013.143201970443,634.5,442.7375609756098,884.4192,9,42,67.48,180,66,2,2,2,2,325000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,3,165000,4,FL,12069,12069030204,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,1,2,1,1,55-64,Yes,55-64,No,390,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,240,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,3,FL,12117,12117021314,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,2,5,2,4,25-34,No,9999,No,60,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,67.704,180,66,2,2,2,2,645000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,295000,3,FL,1237,12137154745,1,14,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,38,0,0.6538118081180812,3,1,2,10,1,5,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,245000,3,FL,1237,12137154745,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,44,0,0.6538118081180812,3,1,1,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,97,360,66,2,2,2,2,255000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,4,FL,12127,12127090306,2,12,12,2,12,12,2,2,3,16,24,42,1,17,23,42,2,2,2,1,2,2,55-64,No,55-64,Yes,112,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,120,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12095,12095013406,1,14,12,1,14,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,>74,Yes,>74,Yes,73,0,1.085,2,2,2,9,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,8,41,61.493,180,66,2,2,2,2,245000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,3,FL,12105,12105014127,3,12,12,3,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,35-44,No,35-44,No,70,0,0.6538118081180812,3,2,1,9,3,9,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,43,74.823,180,66,2,2,2,2,315000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,195000,3,FL,1237,12137154745,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,23,0,0.6538118081180812,3,1,2,10,3,1,5,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,205000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,125000,3,FL,12095,12095016743,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,35-44,No,35-44,No,166,0,0.6538118081180812,3,2,2,9,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,39,69.916,120,66,2,2,2,2,675000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,95000,1,FL,12117,12117021203,2,12,12,2,12,12,2,2,2,16,24,42,6,17,23,42,1,2,1,2,2,2,45-54,No,45-54,No,200,0,0.199,2,2,9,2,10,2,4,644.75,884.7839158576052,0,1000,6.25,43,54.978,120,66,2,2,2,2,915000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,95000,1,FL,12095,12095013603,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,45-54,No,35-44,No,160,0,1.207,2,2,2,9,10,2,4,2013.143201970443,494.75,442.7375609756098,884.4192,8,20%-<30%,54.648,180,66,2,2,2,2,395000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,295000,3,FL,1237,12137154745,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,25-34,No,25-34,No,77,0,0.6538118081180812,3,1,1,9,5,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,41,97,360,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,2,FL,12095,12095013701,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,79,0,1.319,3,2,2,10,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,8.25,45,76.428,180,66,2,2,2,2,335000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,265000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,35-44,No,9999,No,50,0,0.6538118081180812,3,1,1,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,94.982,360,66,2,2,2,2,275000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,3,FL,12097,12097041101,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,35-44,No,9999,No,23,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,38.879,180,66,2,2,2,2,305000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,3,FL,12097,12097041301,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,65-74,Yes,65-74,Yes,37,0,0.6538118081180812,3,1,9,9,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,9.464,180,66,2,2,2,2,315000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,4,FL,12117,12117021311,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,65-74,Yes,65-74,Yes,46,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
