year,lei,loan_type,loan_purpose,preapproval,construction_method,occupancy_type,loan_amount,action_taken,state_code,county_code,census_tract,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,applicant_age_above_62,co_applicant_age,co_applicant_age_above_62,income,purchaser_type,rate_spread,hoepa_status,lien_status,applicant_credit_scoring_model,co_applicant_credit_scoring_model,denial_reason_1,denial_reason_2,denial_reason_3,total_loan_costs,total_points_and_fees,origination_charges,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,intro_rate_period,balloon_payment,interest_only_payment,negative_amortization,other_non_amortizing_features,property_value,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,submission_of_application,initially_payable_to_institution,aus_1,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12097,12097042100,2,12,12,5,12,12,1,4,3,16,24,42,8,17,23,42,1,4,1,5,1,4,25-34,No,9999,No,60,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,79.006,180,66,2,2,2,2,365000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12117,12117021311,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,>74,Yes,>74,Yes,98,0,-0.086,2,2,9,2,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,7.75,43,38.093,180,66,2,2,2,2,755000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,255000,4,FL,12117,12117021614,1,12,12,2,12,12,1,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,65-74,Yes,55-64,Yes,181,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,1,FL,12095,12095013803,1,13,14,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,184,0,0.034,2,1,2,10,10,2,4,2013.143201970443,634.5,442.7375609756098,884.4192,7.75,<20%,9.975,180,66,2,2,2,2,665000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,3,FL,12101,12101032103,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,142,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,103.778,180,66,2,2,2,2,425000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,205000,5,FL,12095,12095016736,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,45-54,No,45-54,No,153,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,685000,1,FL,12095,12095013702,3,12,12,2,12,12,2,2,6,16,24,42,5,17,23,42,2,2,3,2,2,2,35-44,No,35-44,No,266,0,0.044,2,1,9,2,10,2,4,7279.95,884.7839158576052,1254.95,884.4192,6.625,20%-<30%,80,360,66,2,2,2,2,865000,3,5,1,1,1,2,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,295000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,53,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,4,FL,12095,12095013702,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,55-64,No,55-64,No,175,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,3,FL,12117,12117021614,1,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,1,5,1,4,55-64,Yes,9999,No,16,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,46.528,180,66,2,2,2,2,375000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,45-54,No,9999,No,62,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,68.487,180,66,2,2,2,2,405000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12097,12097042800,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,2,1,2,2,35-44,No,45-54,No,122,0,0.6538118081180812,3,2,9,2,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,39,73.947,180,66,2,2,2,2,415000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12097,12097041301,1,12,12,1,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,35-44,No,45-54,No,97,0,0.386,2,2,2,9,10,2,4,654.25,884.7839158576052,0,996.25,6.25,42,64.964,60,66,2,2,2,2,325000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12127,12127091023,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,35-44,No,9999,No,48,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,44,44.884,180,66,2,2,2,2,325000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,2,1,265000,3,FL,12095,12095016802,1,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,1,5,1,4,55-64,Yes,9999,No,82,0,0.6538118081180812,3,1,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,79.78,180,66,2,2,2,2,435000,1,1,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,5,FL,12097,12097042800,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,45-54,No,9999,No,129,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,3,75000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,25-34,No,9999,No,26,0,0.6538118081180812,3,1,3,10,3,5,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,41,75,180,66,2,2,2,2,105000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,5,FL,12083,12083000809,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,65-74,Yes,9999,No,65,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,335000,3,FL,1237,12137154745,2,12,12,1,12,12,2,2,3,16,24,42,6,17,23,42,2,2,1,2,2,2,55-64,No,45-54,No,73,0,0.6538118081180812,3,1,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,97,360,66,2,2,2,2,355000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,115000,3,FL,12095,12095016607,2,12,12,2,12,12,1,1,3,16,24,42,3,17,23,42,1,1,1,2,1,1,65-74,Yes,45-54,No,51,0,0.6538118081180812,3,1,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,33.233,360,66,2,2,2,2,335000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12095,12095013702,2,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,1,5,1,4,55-64,No,9999,No,90,0,0.926,2,2,2,10,10,2,4,2013.143201970443,639.25,442.7375609756098,884.4192,8.75,45,60.337,180,66,2,2,2,2,355000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,235000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,108,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,45,95,360,66,2,2,2,2,255000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,1,FL,12069,12069031207,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,45-54,No,9999,No,119,0,0.001,2,2,2,10,10,2,4,2013.143201970443,504.75,442.7375609756098,884.4192,7.75,20%-<30%,39.923,180,66,2,2,2,2,325000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12097,12097043208,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,55-64,No,55-64,No,166,0,0.209,2,2,9,2,10,2,4,644.75,884.7839158576052,0,931.75,6.25,30%-<36%,48.724,120,66,2,2,2,2,445000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,1,FL,12097,12097042800,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,55-64,No,9999,No,62,0,0.395,2,1,2,10,10,2,4,2013.143201970443,669.5,442.7375609756098,884.4192,8.25,44,54.364,180,66,2,2,2,2,455000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,31,2,1,1,65000,3,FL,12095,12095012307,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,65-74,Yes,9999,No,41,0,0.6538118081180812,3,1,3,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,20%-<30%,24.47,360,66,2,2,2,2,245000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,3,FL,12117,12117022006,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,1,4,2,5,1,4,55-64,Yes,9999,No,27,0,0.6538118081180812,3,2,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,58.55,180,66,2,2,2,2,235000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12095,12095016411,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,>74,Yes,55-64,No,100,0,0.226,2,2,2,9,10,2,4,754.75,884.7839158576052,0,1000,6.5,42,44.838,120,66,2,2,2,2,375000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12095,12095015003,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,65-74,Yes,9999,No,51,0,0.446,2,1,2,10,10,2,4,2013.143201970443,784.5,442.7375609756098,884.4192,8.25,45,13.803,180,66,2,2,2,2,365000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,235000,5,FL,12097,12097043700,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,53,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,31,2,1,1,55000,1,FL,12069,12069030308,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,2,1,1,1,>74,Yes,65-74,Yes,82,0,-0.426,2,1,2,9,10,2,4,649.5,884.7839158576052,0,250,5.875,30%-<36%,12.669,120,66,2,2,2,2,395000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,145000,1,FL,12117,12117021704,2,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,3,5,2,4,35-44,No,9999,No,114,0,0.363,2,2,2,10,10,2,4,2013.143201970443,2144.95,442.7375609756098,884.4192,8.25,30%-<36%,41.327,180,66,2,2,2,2,375000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,1,FL,12097,12097043700,1,12,12,1,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,35-44,No,25-34,No,63,0,0.458,2,2,2,9,10,2,4,2013.143201970443,659,442.7375609756098,884.4192,8.25,45,68.018,180,66,2,2,2,2,405000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12095,12095012304,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,2,5,2,4,65-74,Yes,9999,No,67,0,2.036,2,2,2,10,10,2,4,629.75,884.7839158576052,0,951.75,8.125,42,63.646,180,66,2,2,2,2,315000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,3,FL,12117,12117021704,1,14,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,>74,Yes,9999,No,10,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,24.52,180,66,2,2,2,2,405000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,31,2,1,1,45000,1,FL,12117,12117021706,3,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,2,5,2,4,>74,Yes,9999,No,28,0,-0.118,2,1,2,10,10,2,4,639.25,884.7839158576052,0,250,5.875,39,14.195,120,66,2,2,2,2,285000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,425000,3,FL,1237,12137154745,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,25-34,No,25-34,No,86,0,0.6538118081180812,3,1,1,9,1,5,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,97,360,66,2,2,2,2,445000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12095,12095018400,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,45-54,No,45-54,No,140,0,-0.058,2,2,2,9,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,7.75,43,40.252,180,66,2,2,2,2,705000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,3,FL,12097,12097043207,1,12,12,1,12,12,1,1,5,16,24,42,5,17,23,42,1,1,1,2,1,1,45-54,No,45-54,No,62,0,0.6538118081180812,3,2,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,56.555,180,66,2,2,2,2,385000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12097,12097043700,2,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,1,5,1,4,45-54,No,9999,No,251,0,0.6538118081180812,3,2,2,10,4,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,41,80.593,180,66,2,2,2,2,625000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,3,FL,12095,12095012900,3,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,60,0,0.6538118081180812,3,2,2,10,2,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,43,44.627,180,66,2,2,2,2,455000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,1,FL,12117,12117020904,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,3,3,2,2,35-44,No,45-54,No,87,0,0.673,2,2,9,2,10,2,4,2013.143201970443,646.75,442.7375609756098,884.4192,8.5,41,57.399,180,66,2,2,2,2,335000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,45000,3,FL,12069,12069031314,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,2,1,1,1,55-64,Yes,65-74,Yes,43,0,0.6538118081180812,3,1,9,2,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,44.805,180,66,2,2,2,2,425000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12097,12097041101,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,27,0,0.6538118081180812,3,1,2,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,50%-60%,17.532,120,66,2,2,2,2,305000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,4,FL,12097,12097043600,1,12,12,1,12,12,2,2,5,16,24,42,5,17,23,42,2,2,2,1,2,2,25-34,No,35-44,No,8086,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,35000,4,FL,12069,12069030601,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,55-64,Yes,55-64,No,131,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,4,FL,12127,12127091035,2,12,12,5,12,12,2,4,1,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,102,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,3,FL,12095,12095016755,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,55-64,No,9999,No,80,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,48,64.357,180,66,2,2,2,2,625000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,375000,4,FL,1237,12137154745,2,12,12,2,12,12,2,2,3,16,24,42,3,17,23,42,2,2,1,2,2,2,35-44,No,35-44,No,100,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,360,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,35000,4,FL,12105,12105014201,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,44,0,0.6538118081180812,3,1,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,120,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,115000,3,FL,12127,12127091018,2,12,12,5,12,12,2,4,3,16,24,42,8,17,23,42,2,4,1,5,2,4,45-54,No,9999,No,71,0,0.6538118081180812,3,2,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,45,31.764,180,66,2,2,2,2,345000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,1,FL,12105,12105012412,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,35-44,No,9999,No,172,0,0.862,2,2,2,10,10,2,4,2013.143201970443,1194.5,442.7375609756098,884.4192,8.75,20%-<30%,61.709,180,66,2,2,2,2,455000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,3,FL,12097,12097041502,1,14,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,76,0,0.6538118081180812,3,2,2,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,47.51,180,66,2,2,2,2,615000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,495000,1,FL,12117,12117021317,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,25-34,No,25-34,No,145,0,-0.368,2,1,1,9,10,2,4,5950.7,884.7839158576052,1297.9,884.4192,6.25,45,80,360,66,2,2,2,2,615000,3,5,1,1,1,2,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,75000,3,FL,12097,12097043203,1,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,2,5,1,4,25-34,No,9999,No,54,0,0.6538118081180812,3,2,2,10,2,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,45,77.281,180,66,2,2,2,2,285000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,25000,3,FL,12097,12097043700,2,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,1,5,2,4,45-54,No,9999,No,77,0,0.6538118081180812,3,2,2,10,3,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,42,53.732,180,66,2,2,2,2,355000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,245000,3,FL,1237,12137154745,1,11,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,40,0,0.6538118081180812,3,1,3,10,3,1,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60,360,66,2,2,2,2,405000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,4,FL,12117,12117021316,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,1,2,2,2,45-54,No,45-54,No,145,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,1,2,1,1,95000,3,FL,1237,12137154745,3,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,>74,Yes,9999,No,11,0,0.6538118081180812,3,1,1,10,1,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,42.857,360,66,2,2,2,2,215000,3,5,1,1,1,6,2,2,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,65000,2,FL,12095,12095016752,2,12,12,5,12,12,2,4,6,16,24,42,8,17,23,42,2,4,2,5,2,4,45-54,No,9999,No,74,0,-0.115,3,2,2,10,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.75,46,69.154,180,66,2,2,2,2,475000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,95000,1,FL,12097,12097043801,3,12,12,3,12,12,2,2,6,16,24,42,6,17,23,42,2,2,1,2,2,2,65-74,Yes,45-54,No,257,0,0.605,2,2,9,2,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,8.5,20%-<30%,49.051,180,66,2,2,2,2,415000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,85000,4,FL,12097,12097043301,1,12,12,5,12,12,1,4,5,16,24,42,8,17,23,42,1,4,2,5,1,4,35-44,No,9999,No,109,0,0.6538118081180812,3,2,9,9,10,2,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,>60%,60.21228129952457,180,66,2,2,2,2,412294.30379746837,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,3,FL,12105,12105012502,1,12,12,5,12,12,2,4,5,16,24,42,8,17,23,42,2,4,2,5,2,4,55-64,No,9999,No,81,0,0.6538118081180812,3,2,2,10,2,6,4,2013.143201970443,884.7839158576052,442.7375609756098,884.4192,7.621841155234657,44,73.304,180,66,2,2,2,2,385000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,105000,1,FL,12095,12095014000,2,12,12,2,12,12,1,1,5,16,24,42,5,17,23,42,1,1,1,2,1,1,45-54,No,35-44,No,98,0,0.849,2,2,2,9,10,2,4,2013.143201970443,649.5,442.7375609756098,884.4192,8.75,38,31.982,180,66,2,2,2,2,615000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,15000,1,FL,12069,12069031319,2,12,12,2,12,12,2,2,5,16,24,42,5,17,23,42,2,2,1,2,2,2,>74,Yes,65-74,Yes,83,0,0.457,2,2,1,9,10,2,4,2013.143201970443,519.75,442.7375609756098,884.4192,7.75,20%-<30%,48.959,180,66,2,2,2,2,335000,3,5,1,1,1,6,2,1,2
2023,5493001ZUNE2DKEA4702,1,32,2,1,1,55000,1,FL,12095,12095016731,1,12,12,1,12,12,1,1,5,16,24,42,5,17,23,42,1,1,1,2,1,1,25-34,No,25-34,No,157,0,0.414,2,2,9,2,10,2,4,2013.143201970443,644.75,442.7375609756098,884.4192,8.25,20%-<30%,57.412,180,66,2,2,2,2,375000,3,5,1,1,1,6,2,1,2
